,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157
681,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,,,,,-3.62,,,,,,,,,,4.07,,,,,,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,,,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.76,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,,,4.02,,,,,,,,,,,,,-3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,,,,,,,,,,,,,,,,,7.09,,,,,,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,-1.97,,,,,,,,,,,,,3.31,,,8.88,,,,,,,,,,,,,,,,,,4.37,,,,,,,,,6.16,,,,,,3.15,,,,3.92,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,-2.54,6.12,,,,,,,,,,,,,,,,,,,,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,,,,,,-10.0,-10.0,,,,,-9.88,,-10.0,-10.0,,-10.0,-0.08,,,,,,,-10.0,,,,,,,,,-10.0,-10.0,,,-10.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,-9.21,,,,-4.07,,,,,10.0,,,,,,,-9.72,,-10.0,,,,,-10.0,,,,,,,,,,,,,0.0,-9.47,,-10.0,,,,,-10.0,,10.0,,,,,,-10.0,,,,,0.0,0.0,-10.0,,,,,-9.43,,,,,,,,,,,,,,,,,,-1.3,-10.0,-9.8,,0.0,-0.24,,-9.96,0.33
689,,,,,,,,,,,,,,,,,,,2.76,,,,,,,,,,,,,6.02,,,,,,,,,,,,,,,,,,,,,5.28,,,,,,,,,,,,,,,6.1,,,,6.14,,,,,,,,,,,,,,,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,,,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,-9.15,,,,,,,,,,9.11,,,9.11,,,0.04,,,,,,,,,,,,,,,,,,8.15,,,,,,,,,,5.0,,,,,7.01,,,,-1.71,,,,,,,,,,,,,,,,,4.0,,,,,,,,9.59,,,,,,,4.02,1.77,,,,,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,5.35,0.08,,,,,,,
694,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,2.24,,,,,,,,,,,,,,,,2.32,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,,,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,,,,0.0,,,,0.0,2.24,0.0,,,0.0,,,1.16,0.0,,2.3,,0.0,1.4,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,2.91,0.0,0.0,,,0.0,0.0,0.0,,1.85,2.09,,0.0,,,8.88,0.0,,0.0,0.0,,,0.0,1.1,,,0.85,,0.0,1.75,0.0,,1.95,,,,2.99,,0.0,,1.81,,0.0,,,,0.0,,,0.73,0.0,1.77,2.17,6.97,0.0,2.93,,6.69,1.28,0.0,0.0,4.25,,,0.0,,0.0,,0.0,1.73,,,0.0,0.0,0.0,,0.0,,-2.13,2.07,,1.5,,0.0,0.0,,,0.0,,,4.49,,,,-3.31,,,0.0,1.73,1.57,0.0,1.83,1.22,0.0,0.0,2.32
698,,,,,,,,,,,,,,,,,,,-3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,,,,,,9.19,,,,,9.11,,-2.48,,8.74,,-8.66,,9.84,0.0,9.27,0.0,10.0,-9.63,,,-4.33,0.0,,9.63,,9.72,-9.11,-9.88,-0.77,-9.51,-9.8,,,19.310000000000002,,9.35,-3.46,,,-9.96,9.27,-9.35,,,-4.49,,8.54,,,-8.9,9.35,9.47,,19.43,,,9.45,-8.46,,,-9.33,,-9.27,9.72,,-12.52,,-9.07,,,0.0,,0.0,-9.27,9.57,-8.5,8.9,9.51,-9.31,,,,,9.43,0.0,,-9.23,8.7,9.47,-9.13,6.14,,0.0,0.0,9.51,9.55,-9.49,-5.87,-8.35,,-8.98,,0.0,,9.47,9.13,,,,,9.31,-5.47,,,,,-7.56,-8.21,9.33,-9.78,-9.04,,-9.39,9.63,,-9.35,0.0,-8.86,,,,0.0,,,,,0.0,-5.75,8.9,,9.51,9.41,-9.29,0.0,10.0,6.63,-9.23,9.47,8.86,9.19
700,,,,,,,,,,,,,,,,,,,-5.81,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,-9.63,,,0.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.47,,,,,,,,,,,,,,,,,,,,,,,,-4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,,,-3.41,,,,,,,,,,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,,,,,,2.76,,,,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,,,,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,,,,-0.45,,,,,,,,,,0.0,,,,,,-7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.66,,0.0,,,,,,,3.07,,,,,,,,,,,,,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,,,-6.12,,,,,,,,,,,,,,,,4.74,,,,,,,,,,,,,,,,,,2.44,,,,,,,,,,8.6,,,,,7.36,4.82,,,0.91,,,,,,,,,,,,,,,,,6.08,,,,,,,,,,,,,,,2.74,4.17,,,,,,,,,3.92,,,,,,,,,,,,2.01,,,-5.81,,,,,,,,,,,,,,,,,,,,,,,1.73,9.0,,,-1.65,,
705,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,-6.75,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,0.0,,9.31,,,,,6.38,,,9.63,,,0.0,,,4.8,,,,,,,,,,,,,,4.43,,,,-5.12,,,,,,,,,9.47,,,4.47,,,4.63,-9.35,,,4.31,,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,,,,,9.31,3.41,,,3.86,,,,,,4.02,,,,,,,,,,,0.0,,,,5.08,,,9.51,,,,,,,,,,,,,,,,,,,,,,,,9.55,,
708,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,-6.63,,,,,,,2.44,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,,1.46,0.0,
709,,,,,,,,,,,,,,,,,,,3.84,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,-4.11,,-4.51,-4.84,,-1.46,,,,,0.41,,,2.32,,,1.63,,,1.91,1.54,,-3.41,,,-4.92,,,,,,-3.09,,-0.89,-3.62,,,-1.75,,,0.81,,,,,,0.0,,,1.95,1.34,,4.8,-2.72,,,5.04,,,,,,,,,0.93,,-1.59,,,-2.4,-1.14,2.52,,,,,,,,,,-2.52,,,,,,3.78,0.0,1.5,-6.14,,,,,1.26,,,,,,,-0.77,,-0.89,,,,-1.59,,6.54,,,,,2.07,,,,,,,,,,,,-1.46,,,,,,,-1.87,-1.02,1.18,-1.59,-3.46,-1.87,0.81,-2.64
711,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.43,,-10.0,,,,,,,,,,,,,,,,,,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,5.24,,,,,,,,-5.41,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,,,,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,,,,,,,0.0,,,,,,,,,,-0.89,,1.71,,1.26,1.5,,,3.09,,,-0.2,1.91,,,0.45,,,-3.78,7.68,,1.3,,,,,,,,,,-1.18,,4.19,,,-3.09,-0.24,,-5.33,,,2.2,2.52,,1.67,6.14,,-0.12,-1.06,,1.22,,,-0.16,2.24,,1.46,,,,,,,,5.28,,,,,-0.24,,,4.63,,-0.93,,0.73,0.53,2.56,,,,,,-0.57,,0.37,-1.63,3.58,0.24,,,,,-8.62,,1.14,-2.03,,-1.3,1.3,1.3,,,,,,0.89,2.85,2.4,,-1.26,,-0.57,0.0,,,1.18,,,1.38,,,,,,2.32,,,,,1.18,,-2.15,0.0,2.2,0.0,1.91,1.91,2.32,0.33
715,,,,,,,,,,,,,,,,,,,-2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.23,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3.33,,,,,,,,,,,,,,,,-5.37,,-4.19,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,-1.46,0.69,,,,,,,,,,,,,,,,,-6.38,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,-5.0,,,0.0,0.0,,,,,,,,,,,,,,1.91,,,-6.71,,,-6.59,,,,,,,0.12,,,-7.03,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.89,-10.0,,,,,,,7.76,,,,,2.68,,3.09,,,,,2.76,-4.47,,,,,-6.1,,,,,,,,,,,,-7.28,,,,,,,2.36,,,,,-7.76,0.0,0.0
719,,,,,,,-4.88,-2.97,,,,,0.0,,-9.02,2.36,-7.48,-3.46,-2.11,,-4.63,,1.91,-5.73,-2.2,0.0,,,-0.98,,,6.91,1.79,,-4.19,0.65,,-1.34,-3.05,-3.9,,-4.27,,,-1.14,4.02,6.85,-2.32,2.8,0.65,,,-5.02,0.0,,-4.27,2.32,,,,,5.0,1.63,-3.37,0.0,-7.2,,5.63,-6.52,2.24,4.8,3.05,,,,2.24,0.0,1.95,,,1.22,,,2.44,,0.0,,,2.17,3.54,3.99,1.34,2.78,-0.89,1.46,2.56,2.28,-15.09,8.01,,-1.99,,,6.99,-2.78,4.53,4.25,-2.85,,-2.44,0.93,0.0,1.22,,-2.87,,0.0,0.98,1.87,-3.6,-7.36,3.09,-16.630000000000003,-4.8,-1.14,3.66,0.91,4.49,2.78,1.54,-2.68,1.34,,0.0,-1.99,-1.18,1.42,-1.06,2.48,,,,3.64,-2.4,-1.79,,2.07,1.52,-1.18,4.53,-3.09,0.93,1.71,-2.85,1.02,-1.75,1.54,3.82
720,,,,,,,,,,,,,,,,,,,4.68,,,,,,,,,,,,,,,,-7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,-9.36,,,,,,,,,,,,,,,,-2.62,2.7,,,,,,,,,,,,,,3.48,,,,,,,,,,,,,,-3.26,,,,,,,,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.76,,-2.77,2.98,,,,,,,,,,,,,,2.77,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-3.69,-1.06,3.9,,
723,,,,,,,,,,,,,,,,,,,-4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,-6.78,,,,,,,,,,,,,,,,-2.15,,,,,,,,,,,,,,,,,,-7.67,,,,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,1.47,,,,,,,,,,,,,,,,,,,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.83,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,2.98,,,,,,,,,,10.0,,,9.22,,,7.09,10.0,,,,,,,,,,,,,,8.01,,,0.0,-9.29,,0.0,,,,,,10.0,8.3,,,8.23,,8.44,,,,2.7,,,,,,,,,,,,,,,,7.66,,,,,10.0,,,,,,,,,,,9.65,2.7,8.72,5.04,,,,,0.0,,,,,8.65,,7.94,,7.94,,,,,0.0,5.04,10.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,8.79,,0.0,,
730,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,4.74,,,,,,,,,,,,,,,,2.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,-4.37,,,,,,,,,,,,4.94,,,,,,,,,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.37,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,-5.08,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,,-3.52,,,,,,,,,,,,,,,,1.57,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,-1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,,,,,,,-9.31,,,,,-8.54,,,,,2.72,0.0,,,-8.05,,,,,,,,,,,,,2.64,-8.94,,,,,,,,,,,,,,-10.0,,,,,,,,,,0.0,,-8.78,-10.0,,,,,,,,,3.17,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,-6.02,,-10.0,,,,,,,,,,,,,,,,,,,,-10.0,,,,,-10.0,,,,,,,,,,,,,,,,,,,2.64,,0.0,,,,,
737,,,,,,,,,,,,,,,,,,,-7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,,-5.57,,,,,,,,,,,,,,,,-2.03,2.03,,,,,,,,,,,,,,2.24,,,-3.58,,,,,,,,,,,,,-3.82,,5.89,,,,1.95,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,0.0,2.15,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-2.2,,,,-3.78,2.03,,
739,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,,-2.52,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,-1.54,,,0.0,,,,,,,,,,,,,,,,-2.07,,,1.59,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,-1.5,-9.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,,,,,,,,-5.37,,,,,-9.76,,,,,,-4.76,,,-9.55,,,,,,5.04,-9.55,,,,,,-0.85,9.51,,-5.41,,,,,,,,,,-9.55,,-9.47,,,-9.74,,,,,,-9.51,,,,,,,,,-9.43,,,,0.0,,,,,,,,,,,,-7.48,,0.0,,,9.88,,,-9.27,,9.31,9.43,4.51,,,,,,,,0.0,0.65,,-10.0,,,,,,,,,,,,-9.72,,,,,,,,-9.65,,,,,-9.63,,,-5.89,,,,,,,,,,,,,,-4.67,,6.95,,,-9.55,,,,
743,,,,,,,,,,,,,,,,,,,-7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,,2.28,,6.87,0.0,,,4.86,-5.49,,-9.9,2.91,,,4.76,-7.2,,7.72,5.08,,,,,,,,,,,4.8,4.17,6.71,8.41,,,7.89,0.73,,1.36,,,3.68,,,8.46,,,0.0,4.31,,10.0,7.15,,,5.24,,,,1.2,,,,,-6.36,1.65,1.22,,,,,-6.18,6.83,,,,1.2,,0.0,2.22,-0.3100000000000003,,1.2,,,,,-3.13,7.32,4.43,7.32,2.68,,4.25,6.93,0.0,,7.97,,,4.61,,5.81,,7.72,4.13,,,6.79,-1.79,6.63,-6.04,6.22,,,2.36,,3.19,,,,7.68,,,,,5.91,,,,,2.22,2.62,7.03,-1.06,3.07,-5.53,6.46,-9.23,-5.14,7.15,-0.73
745,,,,,,,,,,,,,,,,,,,-8.52,,,,,,,,,,,,,,,,3.13,,,,,,,,,,,,,,,1.4,,,1.22,,,,,,,,,,,,,,,,,,,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
